K,array_key,bank,basis_index,method,response_norm,seed,semantic_direction
1,ERM__11__u008__K1__source,source,-1,ERM,12.159913063049316,11,color_shift
1,ERM__11__u008__K1__counterfactual_red,counterfactual_red,-1,ERM,12.601478576660156,11,color_shift
1,ERM__11__u008__K1__counterfactual_green,counterfactual_green,-1,ERM,11.964372634887695,11,color_shift
1,ERM__11__u008__K1__clean_task,clean_task,-1,ERM,0.843083918094635,11,color_shift
5,ERM__11__u008__K5__source,source,-1,ERM,109.20805358886719,11,color_shift
5,ERM__11__u008__K5__counterfactual_red,counterfactual_red,-1,ERM,114.56275939941406,11,color_shift
5,ERM__11__u008__K5__counterfactual_green,counterfactual_green,-1,ERM,104.55452728271484,11,color_shift
5,ERM__11__u008__K5__clean_task,clean_task,-1,ERM,7.814108371734619,11,color_shift
20,ERM__11__u008__K20__source,source,-1,ERM,90.39139556884766,11,color_shift
20,ERM__11__u008__K20__counterfactual_red,counterfactual_red,-1,ERM,96.04186248779297,11,color_shift
20,ERM__11__u008__K20__counterfactual_green,counterfactual_green,-1,ERM,75.12876892089844,11,color_shift
20,ERM__11__u008__K20__clean_task,clean_task,-1,ERM,14.36827278137207,11,color_shift
1,ERM__11__u009__K1__source,source,-1,ERM,1.9838120937347412,11,noise_global
1,ERM__11__u009__K1__counterfactual_red,counterfactual_red,-1,ERM,2.7861998081207275,11,noise_global
1,ERM__11__u009__K1__counterfactual_green,counterfactual_green,-1,ERM,2.8139536380767822,11,noise_global
1,ERM__11__u009__K1__clean_task,clean_task,-1,ERM,0.9014291167259216,11,noise_global
5,ERM__11__u009__K5__source,source,-1,ERM,17.31411361694336,11,noise_global
5,ERM__11__u009__K5__counterfactual_red,counterfactual_red,-1,ERM,28.500228881835938,11,noise_global
5,ERM__11__u009__K5__counterfactual_green,counterfactual_green,-1,ERM,23.665542602539062,11,noise_global
5,ERM__11__u009__K5__clean_task,clean_task,-1,ERM,11.353263854980469,11,noise_global
20,ERM__11__u009__K20__source,source,-1,ERM,69.89923095703125,11,noise_global
20,ERM__11__u009__K20__counterfactual_red,counterfactual_red,-1,ERM,60.63829803466797,11,noise_global
20,ERM__11__u009__K20__counterfactual_green,counterfactual_green,-1,ERM,68.7667465209961,11,noise_global
20,ERM__11__u009__K20__clean_task,clean_task,-1,ERM,56.8206787109375,11,noise_global
1,ERM__11__u010__K1__source,source,-1,ERM,1.9838120937347412,11,noise_shift
1,ERM__11__u010__K1__counterfactual_red,counterfactual_red,-1,ERM,2.7861998081207275,11,noise_shift
1,ERM__11__u010__K1__counterfactual_green,counterfactual_green,-1,ERM,2.8139536380767822,11,noise_shift
1,ERM__11__u010__K1__clean_task,clean_task,-1,ERM,0.9014291167259216,11,noise_shift
5,ERM__11__u010__K5__source,source,-1,ERM,17.31411361694336,11,noise_shift
5,ERM__11__u010__K5__counterfactual_red,counterfactual_red,-1,ERM,28.500228881835938,11,noise_shift
5,ERM__11__u010__K5__counterfactual_green,counterfactual_green,-1,ERM,23.665542602539062,11,noise_shift
5,ERM__11__u010__K5__clean_task,clean_task,-1,ERM,11.353263854980469,11,noise_shift
20,ERM__11__u010__K20__source,source,-1,ERM,69.89923095703125,11,noise_shift
20,ERM__11__u010__K20__counterfactual_red,counterfactual_red,-1,ERM,60.63829803466797,11,noise_shift
20,ERM__11__u010__K20__counterfactual_green,counterfactual_green,-1,ERM,68.7667465209961,11,noise_shift
20,ERM__11__u010__K20__clean_task,clean_task,-1,ERM,56.8206787109375,11,noise_shift
1,IRMv1__11__u000__K1__source,source,0,IRMv1,0.05542659014463425,11,source_env0_color
1,IRMv1__11__u000__K1__counterfactual_red,counterfactual_red,0,IRMv1,0.050813984125852585,11,source_env0_color
1,IRMv1__11__u000__K1__counterfactual_green,counterfactual_green,0,IRMv1,0.0439518503844738,11,source_env0_color
1,IRMv1__11__u000__K1__clean_task,clean_task,0,IRMv1,0.0034546649549156427,11,source_env0_color
5,IRMv1__11__u000__K5__source,source,0,IRMv1,0.8192649483680725,11,source_env0_color
5,IRMv1__11__u000__K5__counterfactual_red,counterfactual_red,0,IRMv1,0.7308967709541321,11,source_env0_color
5,IRMv1__11__u000__K5__counterfactual_green,counterfactual_green,0,IRMv1,0.7235487699508667,11,source_env0_color
5,IRMv1__11__u000__K5__clean_task,clean_task,0,IRMv1,0.05222507566213608,11,source_env0_color
20,IRMv1__11__u000__K20__source,source,0,IRMv1,2.6193504333496094,11,source_env0_color
20,IRMv1__11__u000__K20__counterfactual_red,counterfactual_red,0,IRMv1,2.5442569255828857,11,source_env0_color
20,IRMv1__11__u000__K20__counterfactual_green,counterfactual_green,0,IRMv1,2.16733717918396,11,source_env0_color
20,IRMv1__11__u000__K20__clean_task,clean_task,0,IRMv1,0.26153451204299927,11,source_env0_color
1,IRMv1__11__u001__K1__source,source,1,IRMv1,0.2812493145465851,11,source_env1_color
1,IRMv1__11__u001__K1__counterfactual_red,counterfactual_red,1,IRMv1,0.24675120413303375,11,source_env1_color
1,IRMv1__11__u001__K1__counterfactual_green,counterfactual_green,1,IRMv1,0.2431991994380951,11,source_env1_color
1,IRMv1__11__u001__K1__clean_task,clean_task,1,IRMv1,0.014368363656103611,11,source_env1_color
5,IRMv1__11__u001__K5__source,source,1,IRMv1,1.2248008251190186,11,source_env1_color
5,IRMv1__11__u001__K5__counterfactual_red,counterfactual_red,1,IRMv1,1.0816723108291626,11,source_env1_color
5,IRMv1__11__u001__K5__counterfactual_green,counterfactual_green,1,IRMv1,1.039588451385498,11,source_env1_color
5,IRMv1__11__u001__K5__clean_task,clean_task,1,IRMv1,0.0584898367524147,11,source_env1_color
20,IRMv1__11__u001__K20__source,source,1,IRMv1,3.9536023139953613,11,source_env1_color
20,IRMv1__11__u001__K20__counterfactual_red,counterfactual_red,1,IRMv1,3.3315317630767822,11,source_env1_color
20,IRMv1__11__u001__K20__counterfactual_green,counterfactual_green,1,IRMv1,3.427046060562134,11,source_env1_color
20,IRMv1__11__u001__K20__clean_task,clean_task,1,IRMv1,0.2876236140727997,11,source_env1_color
1,IRMv1__11__u002__K1__source,source,2,IRMv1,0.0,11,evaluation_color
1,IRMv1__11__u002__K1__counterfactual_red,counterfactual_red,2,IRMv1,0.0,11,evaluation_color
1,IRMv1__11__u002__K1__counterfactual_green,counterfactual_green,2,IRMv1,0.0,11,evaluation_color
1,IRMv1__11__u002__K1__clean_task,clean_task,2,IRMv1,0.0,11,evaluation_color
5,IRMv1__11__u002__K5__source,source,2,IRMv1,0.0,11,evaluation_color
5,IRMv1__11__u002__K5__counterfactual_red,counterfactual_red,2,IRMv1,0.0,11,evaluation_color
5,IRMv1__11__u002__K5__counterfactual_green,counterfactual_green,2,IRMv1,0.0,11,evaluation_color
5,IRMv1__11__u002__K5__clean_task,clean_task,2,IRMv1,0.0,11,evaluation_color
20,IRMv1__11__u002__K20__source,source,2,IRMv1,0.0,11,evaluation_color
20,IRMv1__11__u002__K20__counterfactual_red,counterfactual_red,2,IRMv1,0.0,11,evaluation_color
20,IRMv1__11__u002__K20__counterfactual_green,counterfactual_green,2,IRMv1,0.0,11,evaluation_color
20,IRMv1__11__u002__K20__clean_task,clean_task,2,IRMv1,0.0,11,evaluation_color
1,IRMv1__11__u003__K1__source,source,3,IRMv1,6.573832988739014,11,source_label_noise
1,IRMv1__11__u003__K1__counterfactual_red,counterfactual_red,3,IRMv1,5.652827739715576,11,source_label_noise
1,IRMv1__11__u003__K1__counterfactual_green,counterfactual_green,3,IRMv1,5.991623401641846,11,source_label_noise
1,IRMv1__11__u003__K1__clean_task,clean_task,3,IRMv1,0.5185750722885132,11,source_label_noise
5,IRMv1__11__u003__K5__source,source,3,IRMv1,50.56331253051758,11,source_label_noise
5,IRMv1__11__u003__K5__counterfactual_red,counterfactual_red,3,IRMv1,43.641090393066406,11,source_label_noise
5,IRMv1__11__u003__K5__counterfactual_green,counterfactual_green,3,IRMv1,46.058101654052734,11,source_label_noise
5,IRMv1__11__u003__K5__clean_task,clean_task,3,IRMv1,4.07630729675293,11,source_label_noise
20,IRMv1__11__u003__K20__source,source,3,IRMv1,46.01137161254883,11,source_label_noise
20,IRMv1__11__u003__K20__counterfactual_red,counterfactual_red,3,IRMv1,40.70806121826172,11,source_label_noise
20,IRMv1__11__u003__K20__counterfactual_green,counterfactual_green,3,IRMv1,41.37471008300781,11,source_label_noise
20,IRMv1__11__u003__K20__clean_task,clean_task,3,IRMv1,3.7954254150390625,11,source_label_noise
1,IRMv1__11__u004__K1__source,source,4,IRMv1,0.0,11,evaluation_label_noise
1,IRMv1__11__u004__K1__counterfactual_red,counterfactual_red,4,IRMv1,0.0,11,evaluation_label_noise
1,IRMv1__11__u004__K1__counterfactual_green,counterfactual_green,4,IRMv1,0.0,11,evaluation_label_noise
1,IRMv1__11__u004__K1__clean_task,clean_task,4,IRMv1,0.0,11,evaluation_label_noise
5,IRMv1__11__u004__K5__source,source,4,IRMv1,0.0,11,evaluation_label_noise
5,IRMv1__11__u004__K5__counterfactual_red,counterfactual_red,4,IRMv1,0.0,11,evaluation_label_noise
5,IRMv1__11__u004__K5__counterfactual_green,counterfactual_green,4,IRMv1,0.0,11,evaluation_label_noise
5,IRMv1__11__u004__K5__clean_task,clean_task,4,IRMv1,0.0,11,evaluation_label_noise
20,IRMv1__11__u004__K20__source,source,4,IRMv1,0.0,11,evaluation_label_noise
20,IRMv1__11__u004__K20__counterfactual_red,counterfactual_red,4,IRMv1,0.0,11,evaluation_label_noise
20,IRMv1__11__u004__K20__counterfactual_green,counterfactual_green,4,IRMv1,0.0,11,evaluation_label_noise
20,IRMv1__11__u004__K20__clean_task,clean_task,4,IRMv1,0.0,11,evaluation_label_noise
1,IRMv1__11__u005__K1__source,source,-1,IRMv1,0.23790958523750305,11,source_color_common
1,IRMv1__11__u005__K1__counterfactual_red,counterfactual_red,-1,IRMv1,0.21031154692173004,11,source_color_common
1,IRMv1__11__u005__K1__counterfactual_green,counterfactual_green,-1,IRMv1,0.203014075756073,11,source_color_common
1,IRMv1__11__u005__K1__clean_task,clean_task,-1,IRMv1,0.011246991343796253,11,source_color_common
5,IRMv1__11__u005__K5__source,source,-1,IRMv1,1.444846272468567,11,source_color_common
5,IRMv1__11__u005__K5__counterfactual_red,counterfactual_red,-1,IRMv1,1.2808634042739868,11,source_color_common
5,IRMv1__11__u005__K5__counterfactual_green,counterfactual_green,-1,IRMv1,1.2465145587921143,11,source_color_common
5,IRMv1__11__u005__K5__clean_task,clean_task,-1,IRMv1,0.07420351356267929,11,source_color_common
20,IRMv1__11__u005__K20__source,source,-1,IRMv1,4.635691165924072,11,source_color_common
20,IRMv1__11__u005__K20__counterfactual_red,counterfactual_red,-1,IRMv1,4.141209125518799,11,source_color_common
20,IRMv1__11__u005__K20__counterfactual_green,counterfactual_green,-1,IRMv1,3.950685501098633,11,source_color_common
20,IRMv1__11__u005__K20__clean_task,clean_task,-1,IRMv1,0.25326526165008545,11,source_color_common
1,IRMv1__11__u006__K1__source,source,-1,IRMv1,0.15991345047950745,11,source_color_contrast
1,IRMv1__11__u006__K1__counterfactual_red,counterfactual_red,-1,IRMv1,0.1386984884738922,11,source_color_contrast
1,IRMv1__11__u006__K1__counterfactual_green,counterfactual_green,-1,IRMv1,0.14093580842018127,11,source_color_contrast
1,IRMv1__11__u006__K1__clean_task,clean_task,-1,IRMv1,0.009585915133357048,11,source_color_contrast
5,IRMv1__11__u006__K5__source,source,-1,IRMv1,0.2893983721733093,11,source_color_contrast
5,IRMv1__11__u006__K5__counterfactual_red,counterfactual_red,-1,IRMv1,0.2522180378437042,11,source_color_contrast
5,IRMv1__11__u006__K5__counterfactual_green,counterfactual_green,-1,IRMv1,0.2246512472629547,11,source_color_contrast
5,IRMv1__11__u006__K5__clean_task,clean_task,-1,IRMv1,0.025344781577587128,11,source_color_contrast
20,IRMv1__11__u006__K20__source,source,-1,IRMv1,1.0011671781539917,11,source_color_contrast
20,IRMv1__11__u006__K20__counterfactual_red,counterfactual_red,-1,IRMv1,0.6501817107200623,11,source_color_contrast
20,IRMv1__11__u006__K20__counterfactual_green,counterfactual_green,-1,IRMv1,0.9132793545722961,11,source_color_contrast
20,IRMv1__11__u006__K20__clean_task,clean_task,-1,IRMv1,0.2949310839176178,11,source_color_contrast
1,IRMv1__11__u007__K1__source,source,-1,IRMv1,0.16822749376296997,11,color_global
1,IRMv1__11__u007__K1__counterfactual_red,counterfactual_red,-1,IRMv1,0.14871272444725037,11,color_global
1,IRMv1__11__u007__K1__counterfactual_green,counterfactual_green,-1,IRMv1,0.14355263113975525,11,color_global
1,IRMv1__11__u007__K1__clean_task,clean_task,-1,IRMv1,0.007952824234962463,11,color_global
5,IRMv1__11__u007__K5__source,source,-1,IRMv1,1.021660566329956,11,color_global
5,IRMv1__11__u007__K5__counterfactual_red,counterfactual_red,-1,IRMv1,0.9057072401046753,11,color_global
5,IRMv1__11__u007__K5__counterfactual_green,counterfactual_green,-1,IRMv1,0.8814189434051514,11,color_global
5,IRMv1__11__u007__K5__clean_task,clean_task,-1,IRMv1,0.05246980860829353,11,color_global
20,IRMv1__11__u007__K20__source,source,-1,IRMv1,3.277928590774536,11,color_global
20,IRMv1__11__u007__K20__counterfactual_red,counterfactual_red,-1,IRMv1,2.928277015686035,11,color_global
20,IRMv1__11__u007__K20__counterfactual_green,counterfactual_green,-1,IRMv1,2.7935564517974854,11,color_global
20,IRMv1__11__u007__K20__clean_task,clean_task,-1,IRMv1,0.1790855973958969,11,color_global
1,IRMv1__11__u008__K1__source,source,-1,IRMv1,0.16822749376296997,11,color_shift
1,IRMv1__11__u008__K1__counterfactual_red,counterfactual_red,-1,IRMv1,0.14871272444725037,11,color_shift
1,IRMv1__11__u008__K1__counterfactual_green,counterfactual_green,-1,IRMv1,0.14355263113975525,11,color_shift
1,IRMv1__11__u008__K1__clean_task,clean_task,-1,IRMv1,0.007952824234962463,11,color_shift
5,IRMv1__11__u008__K5__source,source,-1,IRMv1,1.021660566329956,11,color_shift
5,IRMv1__11__u008__K5__counterfactual_red,counterfactual_red,-1,IRMv1,0.9057072401046753,11,color_shift
5,IRMv1__11__u008__K5__counterfactual_green,counterfactual_green,-1,IRMv1,0.8814189434051514,11,color_shift
5,IRMv1__11__u008__K5__clean_task,clean_task,-1,IRMv1,0.05246980860829353,11,color_shift
20,IRMv1__11__u008__K20__source,source,-1,IRMv1,3.277928590774536,11,color_shift
20,IRMv1__11__u008__K20__counterfactual_red,counterfactual_red,-1,IRMv1,2.928277015686035,11,color_shift
20,IRMv1__11__u008__K20__counterfactual_green,counterfactual_green,-1,IRMv1,2.7935564517974854,11,color_shift
20,IRMv1__11__u008__K20__clean_task,clean_task,-1,IRMv1,0.1790855973958969,11,color_shift
1,IRMv1__11__u009__K1__source,source,-1,IRMv1,4.648401737213135,11,noise_global
1,IRMv1__11__u009__K1__counterfactual_red,counterfactual_red,-1,IRMv1,3.997152805328369,11,noise_global
1,IRMv1__11__u009__K1__counterfactual_green,counterfactual_green,-1,IRMv1,4.236717700958252,11,noise_global
1,IRMv1__11__u009__K1__clean_task,clean_task,-1,IRMv1,0.36668795347213745,11,noise_global
5,IRMv1__11__u009__K5__source,source,-1,IRMv1,35.753658294677734,11,noise_global
5,IRMv1__11__u009__K5__counterfactual_red,counterfactual_red,-1,IRMv1,30.858909606933594,11,noise_global
5,IRMv1__11__u009__K5__counterfactual_green,counterfactual_green,-1,IRMv1,32.567996978759766,11,noise_global
5,IRMv1__11__u009__K5__clean_task,clean_task,-1,IRMv1,2.8823843002319336,11,noise_global
20,IRMv1__11__u009__K20__source,source,-1,IRMv1,32.53495407104492,11,noise_global
20,IRMv1__11__u009__K20__counterfactual_red,counterfactual_red,-1,IRMv1,28.78494644165039,11,noise_global
20,IRMv1__11__u009__K20__counterfactual_green,counterfactual_green,-1,IRMv1,29.256338119506836,11,noise_global
20,IRMv1__11__u009__K20__clean_task,clean_task,-1,IRMv1,2.6837708950042725,11,noise_global
1,IRMv1__11__u010__K1__source,source,-1,IRMv1,4.648401737213135,11,noise_shift
1,IRMv1__11__u010__K1__counterfactual_red,counterfactual_red,-1,IRMv1,3.997152805328369,11,noise_shift
1,IRMv1__11__u010__K1__counterfactual_green,counterfactual_green,-1,IRMv1,4.236717700958252,11,noise_shift
1,IRMv1__11__u010__K1__clean_task,clean_task,-1,IRMv1,0.36668795347213745,11,noise_shift
5,IRMv1__11__u010__K5__source,source,-1,IRMv1,35.753658294677734,11,noise_shift
5,IRMv1__11__u010__K5__counterfactual_red,counterfactual_red,-1,IRMv1,30.858909606933594,11,noise_shift
5,IRMv1__11__u010__K5__counterfactual_green,counterfactual_green,-1,IRMv1,32.567996978759766,11,noise_shift
5,IRMv1__11__u010__K5__clean_task,clean_task,-1,IRMv1,2.8823843002319336,11,noise_shift
20,IRMv1__11__u010__K20__source,source,-1,IRMv1,32.53495407104492,11,noise_shift
20,IRMv1__11__u010__K20__counterfactual_red,counterfactual_red,-1,IRMv1,28.78494644165039,11,noise_shift
20,IRMv1__11__u010__K20__counterfactual_green,counterfactual_green,-1,IRMv1,29.256338119506836,11,noise_shift
20,IRMv1__11__u010__K20__clean_task,clean_task,-1,IRMv1,2.6837708950042725,11,noise_shift
1,VREX__11__u000__K1__source,source,0,VREX,0.5932307839393616,11,source_env0_color
1,VREX__11__u000__K1__counterfactual_red,counterfactual_red,0,VREX,0.4137797951698303,11,source_env0_color
1,VREX__11__u000__K1__counterfactual_green,counterfactual_green,0,VREX,0.6261690855026245,11,source_env0_color
1,VREX__11__u000__K1__clean_task,clean_task,0,VREX,0.14978817105293274,11,source_env0_color
5,VREX__11__u000__K5__source,source,0,VREX,6.19484281539917,11,source_env0_color
5,VREX__11__u000__K5__counterfactual_red,counterfactual_red,0,VREX,4.952083587646484,11,source_env0_color
5,VREX__11__u000__K5__counterfactual_green,counterfactual_green,0,VREX,6.1470746994018555,11,source_env0_color
5,VREX__11__u000__K5__clean_task,clean_task,0,VREX,1.1521075963974,11,source_env0_color
20,VREX__11__u000__K20__source,source,0,VREX,5.951205730438232,11,source_env0_color
20,VREX__11__u000__K20__counterfactual_red,counterfactual_red,0,VREX,1.7352391481399536,11,source_env0_color
20,VREX__11__u000__K20__counterfactual_green,counterfactual_green,0,VREX,7.391653537750244,11,source_env0_color
20,VREX__11__u000__K20__clean_task,clean_task,0,VREX,3.0854732990264893,11,source_env0_color
1,VREX__11__u001__K1__source,source,1,VREX,0.5990119576454163,11,source_env1_color
1,VREX__11__u001__K1__counterfactual_red,counterfactual_red,1,VREX,0.40467000007629395,11,source_env1_color
1,VREX__11__u001__K1__counterfactual_green,counterfactual_green,1,VREX,0.6342566013336182,11,source_env1_color
1,VREX__11__u001__K1__clean_task,clean_task,1,VREX,0.15913566946983337,11,source_env1_color
5,VREX__11__u001__K5__source,source,1,VREX,6.0080084800720215,11,source_env1_color
5,VREX__11__u001__K5__counterfactual_red,counterfactual_red,1,VREX,4.7283172607421875,11,source_env1_color
5,VREX__11__u001__K5__counterfactual_green,counterfactual_green,1,VREX,5.97031307220459,11,source_env1_color
5,VREX__11__u001__K5__clean_task,clean_task,1,VREX,1.1580867767333984,11,source_env1_color
20,VREX__11__u001__K20__source,source,1,VREX,6.044539928436279,11,source_env1_color
20,VREX__11__u001__K20__counterfactual_red,counterfactual_red,1,VREX,2.149724245071411,11,source_env1_color
20,VREX__11__u001__K20__counterfactual_green,counterfactual_green,1,VREX,7.53183650970459,11,source_env1_color
20,VREX__11__u001__K20__clean_task,clean_task,1,VREX,2.8656725883483887,11,source_env1_color
1,VREX__11__u002__K1__source,source,2,VREX,0.0,11,evaluation_color
1,VREX__11__u002__K1__counterfactual_red,counterfactual_red,2,VREX,0.0,11,evaluation_color
1,VREX__11__u002__K1__counterfactual_green,counterfactual_green,2,VREX,0.0,11,evaluation_color
1,VREX__11__u002__K1__clean_task,clean_task,2,VREX,0.0,11,evaluation_color
5,VREX__11__u002__K5__source,source,2,VREX,0.0,11,evaluation_color
5,VREX__11__u002__K5__counterfactual_red,counterfactual_red,2,VREX,0.0,11,evaluation_color
5,VREX__11__u002__K5__counterfactual_green,counterfactual_green,2,VREX,0.0,11,evaluation_color
5,VREX__11__u002__K5__clean_task,clean_task,2,VREX,0.0,11,evaluation_color
20,VREX__11__u002__K20__source,source,2,VREX,0.0,11,evaluation_color
20,VREX__11__u002__K20__counterfactual_red,counterfactual_red,2,VREX,0.0,11,evaluation_color
20,VREX__11__u002__K20__counterfactual_green,counterfactual_green,2,VREX,0.0,11,evaluation_color
20,VREX__11__u002__K20__clean_task,clean_task,2,VREX,0.0,11,evaluation_color
1,VREX__11__u003__K1__source,source,3,VREX,0.03210947662591934,11,source_label_noise
1,VREX__11__u003__K1__counterfactual_red,counterfactual_red,3,VREX,0.024475039914250374,11,source_label_noise
1,VREX__11__u003__K1__counterfactual_green,counterfactual_green,3,VREX,0.03148263320326805,11,source_label_noise
1,VREX__11__u003__K1__clean_task,clean_task,3,VREX,0.02656850591301918,11,source_label_noise
5,VREX__11__u003__K5__source,source,3,VREX,0.22508780658245087,11,source_label_noise
5,VREX__11__u003__K5__counterfactual_red,counterfactual_red,3,VREX,0.2685142159461975,11,source_label_noise
5,VREX__11__u003__K5__counterfactual_green,counterfactual_green,3,VREX,0.09918420016765594,11,source_label_noise
5,VREX__11__u003__K5__clean_task,clean_task,3,VREX,0.07222925126552582,11,source_label_noise
20,VREX__11__u003__K20__source,source,3,VREX,1.310665249824524,11,source_label_noise
20,VREX__11__u003__K20__counterfactual_red,counterfactual_red,3,VREX,0.9396563172340393,11,source_label_noise
20,VREX__11__u003__K20__counterfactual_green,counterfactual_green,3,VREX,1.4465553760528564,11,source_label_noise
20,VREX__11__u003__K20__clean_task,clean_task,3,VREX,1.0100919008255005,11,source_label_noise
1,VREX__11__u004__K1__source,source,4,VREX,0.0,11,evaluation_label_noise
1,VREX__11__u004__K1__counterfactual_red,counterfactual_red,4,VREX,0.0,11,evaluation_label_noise
1,VREX__11__u004__K1__counterfactual_green,counterfactual_green,4,VREX,0.0,11,evaluation_label_noise
1,VREX__11__u004__K1__clean_task,clean_task,4,VREX,0.0,11,evaluation_label_noise
5,VREX__11__u004__K5__source,source,4,VREX,0.0,11,evaluation_label_noise
5,VREX__11__u004__K5__counterfactual_red,counterfactual_red,4,VREX,0.0,11,evaluation_label_noise
5,VREX__11__u004__K5__counterfactual_green,counterfactual_green,4,VREX,0.0,11,evaluation_label_noise
5,VREX__11__u004__K5__clean_task,clean_task,4,VREX,0.0,11,evaluation_label_noise
20,VREX__11__u004__K20__source,source,4,VREX,0.0,11,evaluation_label_noise
20,VREX__11__u004__K20__counterfactual_red,counterfactual_red,4,VREX,0.0,11,evaluation_label_noise
20,VREX__11__u004__K20__counterfactual_green,counterfactual_green,4,VREX,0.0,11,evaluation_label_noise
20,VREX__11__u004__K20__clean_task,clean_task,4,VREX,0.0,11,evaluation_label_noise
1,VREX__11__u005__K1__source,source,-1,VREX,0.0106259286403656,11,source_color_common
1,VREX__11__u005__K1__counterfactual_red,counterfactual_red,-1,VREX,0.008492101915180683,11,source_color_common
1,VREX__11__u005__K1__counterfactual_green,counterfactual_green,-1,VREX,0.00952781829982996,11,source_color_common
1,VREX__11__u005__K1__clean_task,clean_task,-1,VREX,0.0077643003314733505,11,source_color_common
5,VREX__11__u005__K5__source,source,-1,VREX,0.1443948596715927,11,source_color_common
5,VREX__11__u005__K5__counterfactual_red,counterfactual_red,-1,VREX,0.16559816896915436,11,source_color_common
5,VREX__11__u005__K5__counterfactual_green,counterfactual_green,-1,VREX,0.1338977813720703,11,source_color_common
5,VREX__11__u005__K5__clean_task,clean_task,-1,VREX,0.03268980607390404,11,source_color_common
20,VREX__11__u005__K20__source,source,-1,VREX,0.3071804642677307,11,source_color_common
20,VREX__11__u005__K20__counterfactual_red,counterfactual_red,-1,VREX,0.40294113755226135,11,source_color_common
20,VREX__11__u005__K20__counterfactual_green,counterfactual_green,-1,VREX,0.2730958163738251,11,source_color_common
20,VREX__11__u005__K20__clean_task,clean_task,-1,VREX,0.18898987770080566,11,source_color_common
1,VREX__11__u006__K1__source,source,-1,VREX,0.8429858684539795,11,source_color_contrast
1,VREX__11__u006__K1__counterfactual_red,counterfactual_red,-1,VREX,0.5787048935890198,11,source_color_contrast
1,VREX__11__u006__K1__counterfactual_green,counterfactual_green,-1,VREX,0.8912229537963867,11,source_color_contrast
1,VREX__11__u006__K1__clean_task,clean_task,-1,VREX,0.2184041440486908,11,source_color_contrast
5,VREX__11__u006__K5__source,source,-1,VREX,8.628521919250488,11,source_color_contrast
5,VREX__11__u006__K5__counterfactual_red,counterfactual_red,-1,VREX,6.844902515411377,11,source_color_contrast
5,VREX__11__u006__K5__counterfactual_green,counterfactual_green,-1,VREX,8.56815242767334,11,source_color_contrast
5,VREX__11__u006__K5__clean_task,clean_task,-1,VREX,1.6332324743270874,11,source_color_contrast
20,VREX__11__u006__K20__source,source,-1,VREX,8.476964950561523,11,source_color_contrast
20,VREX__11__u006__K20__counterfactual_red,counterfactual_red,-1,VREX,2.7331314086914062,11,source_color_contrast
20,VREX__11__u006__K20__counterfactual_green,counterfactual_green,-1,VREX,10.549431800842285,11,source_color_contrast
20,VREX__11__u006__K20__clean_task,clean_task,-1,VREX,4.206721782684326,11,source_color_contrast
1,VREX__11__u007__K1__source,source,-1,VREX,0.007513666991144419,11,color_global
1,VREX__11__u007__K1__counterfactual_red,counterfactual_red,-1,VREX,0.0060048229061067104,11,color_global
1,VREX__11__u007__K1__counterfactual_green,counterfactual_green,-1,VREX,0.006737185176461935,11,color_global
1,VREX__11__u007__K1__clean_task,clean_task,-1,VREX,0.005490189418196678,11,color_global
5,VREX__11__u007__K5__source,source,-1,VREX,0.10210257768630981,11,color_global
5,VREX__11__u007__K5__counterfactual_red,counterfactual_red,-1,VREX,0.11709558963775635,11,color_global
5,VREX__11__u007__K5__counterfactual_green,counterfactual_green,-1,VREX,0.09468003362417221,11,color_global
5,VREX__11__u007__K5__clean_task,clean_task,-1,VREX,0.023115182295441628,11,color_global
20,VREX__11__u007__K20__source,source,-1,VREX,0.21720938384532928,11,color_global
20,VREX__11__u007__K20__counterfactual_red,counterfactual_red,-1,VREX,0.28492242097854614,11,color_global
20,VREX__11__u007__K20__counterfactual_green,counterfactual_green,-1,VREX,0.19310791790485382,11,color_global
20,VREX__11__u007__K20__clean_task,clean_task,-1,VREX,0.13363602757453918,11,color_global
1,VREX__11__u008__K1__source,source,-1,VREX,0.007513666991144419,11,color_shift
1,VREX__11__u008__K1__counterfactual_red,counterfactual_red,-1,VREX,0.0060048229061067104,11,color_shift
1,VREX__11__u008__K1__counterfactual_green,counterfactual_green,-1,VREX,0.006737185176461935,11,color_shift
1,VREX__11__u008__K1__clean_task,clean_task,-1,VREX,0.005490189418196678,11,color_shift
5,VREX__11__u008__K5__source,source,-1,VREX,0.10210257768630981,11,color_shift
5,VREX__11__u008__K5__counterfactual_red,counterfactual_red,-1,VREX,0.11709558963775635,11,color_shift
5,VREX__11__u008__K5__counterfactual_green,counterfactual_green,-1,VREX,0.09468003362417221,11,color_shift
5,VREX__11__u008__K5__clean_task,clean_task,-1,VREX,0.023115182295441628,11,color_shift
20,VREX__11__u008__K20__source,source,-1,VREX,0.21720938384532928,11,color_shift
20,VREX__11__u008__K20__counterfactual_red,counterfactual_red,-1,VREX,0.28492242097854614,11,color_shift
20,VREX__11__u008__K20__counterfactual_green,counterfactual_green,-1,VREX,0.19310791790485382,11,color_shift
20,VREX__11__u008__K20__clean_task,clean_task,-1,VREX,0.13363602757453918,11,color_shift
1,VREX__11__u009__K1__source,source,-1,VREX,0.022704828530550003,11,noise_global
